original input:
[44053, 78657, 4765]
[14575, 34378, 66399]
[35445, 22802, 91122]
[55618, 94732, 85630]
[66524, 25607, 73905]
[83336, 63451, 93627]
[58040, 67798, 83580]
[60419, 68988, 89693]
[69891, 50538, 66241]
[34386, 69, 29793]
[55704, 46681, 71118]
[72313, 64769, 90107]
[92896, 34675, None]
[8191, 77030, 92856]
[89495, 51488, 24141]
[98844, 70882, 11267]
[68915, 17418, 54562]
[58871, 42061, 8892]
[30664, 75354, 46736]
[25868, 82776, 42622]
[45631, 18937, 97358]
error: quadratic probing cannot find any more empty slots within 40 probes
items unable to be stored in the hash table:
1662

scheme 9 (multiplication) - bucket size: 1, linear
# of collisions: 660, # of comparisons: 780, records inserted: 120, load factor: 1.0
56471,  69891,  25607,  55704,  63244
4765,  99027,  43255,  84510,  77266
29793,  66524,  11739,  24550,  44323
63720,  42061,  1662,  77030,  92856
79792,  54562,  66241,  90107,  50538
35445,  80737,  59578,  81758,  24410
44053,  85630,  90654,  58871,  88316
43189,  37568,  8191,  89693,  25868
51488,  75354,  83580,  67118,  9280
21823,  68725,  36497,  30664,  11267
80645,  28782,  47113,  51671,  1533
64769,  67798,  83336,  70882,  46736
54658,  860,  45631,  97989,  46681
248,  10866,  8892,  97358,  4439
82776,  94732,  37596,  7397,  95892
71118,  34675,  69,  78233,  97308
93627,  54472,  85917,  58040,  78657
18937,  34386,  49335,  32391,  52487
88862,  48600,  34378,  90040,  22802
94954,  73905,  7797,  55618,  68915
66399,  14575,  47646,  42622,  63451
91122,  92896,  72313,  30071,  13991
17418,  68988,  43512,  76397,  98844
94841,  89495,  24141,  74580,  60419

scheme 10 (multiplication) - bucket size: 1, quadratic
# of collisions: 443, # of comparisons: 561, records inserted: 118, load factor: 0.9833333333333333
56471,  69891,  25607,  None,  4765
91122,  74580,  99027,  43512,  84510
43255,  66524,  11739,  80645,  44323
63720,  42061,  42622,  77030,  92856
79792,  54562,  66241,  90107,  50538
35445,  80737,  59578,  24410,  81758
44053,  85630,  43189,  58871,  88316
248,  37568,  8191,  89693,  25868
51488,  71118,  75354,  83580,  77266
90654,  68725,  36497,  30664,  11267
54472,  28782,  47113,  51671,  1533
46736,  67798,  83336,  70882,  64769
54658,  860,  45631,  97989,  4439
29793,  10866,  8892,  46681,  67118
9280,  94732,  37596,  82776,  7397
34675,  97358,  69,  78233,  97308
93627,  85917,  95892,  58040,  78657
18937,  34386,  21823,  32391,  52487
49335,  88862,  34378,  90040,  22802
94954,  73905,  7797,  55618,  48600
68915,  14575,  47646,  66399,  63451
None,  92896,  72313,  30071,  13991
17418,  68988,  63244,  76397,  98844
94841,  24141,  89495,  55704,  60419
error: quadratic probing cannot find any more empty slots within 120 probes
items unable to be stored in the hash table:
24550, 1662

scheme 11 (multiplication) - bucket size: 1, chaining
# of collisions: 65, # of comparisons: 152, records inserted: 120, load factor: 1.0
1662,  69891,  24550,  91122,  77266
22802,  99027,  43255,  42622,  48600
29793,  66524,  11739,  4765,  44323
63720,  63244,  85917,  77030,  92856
79792,  54472,  66241,  34675,  50538
35445,  81758,  59578,  94954,  71118
44053,  95892,  43189,  58871,  88316
82776,  37568,  8191,  89693,  75354
51488,  84510,  9280,  4439,  248
28782,  68725,  30664,  46681,  49335
88862,  97308,  47113,  1533,  80645
7397,  67798,  83336,  70882,  97358
54658,  860,  43512,  97989,  66399
54562,  10866,  21823,  17418,  11267
18937,  94732,  37596,  47646,  68915
52487,  55704,  69,  78233,  67118
93627,  83580,  24410,  58040,  90040
46736,  34386,  80737,  32391,  78657
30071,  8892,  34378,  90107,  64769
73905,  72313,  7797,  45631,  74580
25607,  14575,  42061,  36497,  63451
51671,  92896,  90654,  76397,  13991
56471,  68988,  25868,  24141,  98844
94841,  85630,  89495,  55618,  60419
